antecedents,consequents,support,confidence,lift
{np.str_('IceCream')},{np.str_('Sandwich')},0.217,0.75,1.12
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Pizza')},0.185,0.41,0.88
{np.str_('Pizza')},{np.str_('IceCream')},0.277,0.53,1.16
{np.str_('Sandwich')},{np.str_('Fries')},0.279,0.62,1.44
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('Pizza')},0.288,0.68,1.42
{np.str_('Pizza')},{np.str_('Ketchup')},0.237,0.37,1.21
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Ketchup')},0.186,0.23,1.15
{np.str_('Sandwich')},{np.str_('Burger')},0.07,0.23,0.83
"{np.str_('Coke'), np.str_('Sandwich')}",{np.str_('Pizza')},0.168,0.77,0.92
{np.str_('Fries')},{np.str_('Burger')},0.23,0.62,0.92
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('Ketchup')},0.138,0.69,1.18
{np.str_('Fries')},{np.str_('Ketchup')},0.295,0.47,1.41
{np.str_('Ketchup')},{np.str_('Burger')},0.278,0.18,1.18
{np.str_('Sandwich')},{np.str_('Pizza')},0.221,0.65,1.43
"{np.str_('Fries'), np.str_('Ketchup')}",{np.str_('IceCream')},0.016,0.23,1.25
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Sandwich')},0.262,0.72,0.86
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Soup')},0.054,0.11,0.88
{np.str_('Soup')},{np.str_('IceCream')},0.051,0.86,1.45
{np.str_('Burger')},{np.str_('Soup')},0.124,0.64,1.13
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('IceCream')},0.109,0.28,1.25
"{np.str_('Fries'), np.str_('Salad')}",{np.str_('IceCream')},0.018,0.47,0.84
{np.str_('Burger')},{np.str_('Fries')},0.053,0.71,1.32
{np.str_('Sandwich')},{np.str_('Ketchup')},0.102,0.24,1.09
{np.str_('Salad')},{np.str_('IceCream')},0.225,0.5,1.43
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Sandwich')},0.248,0.67,1.49
{np.str_('Sandwich')},{np.str_('Ketchup')},0.214,0.78,1.47
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('Sandwich')},0.107,0.45,1.17
{np.str_('Burger')},{np.str_('Soup')},0.238,0.24,0.88
"{np.str_('Ketchup'), np.str_('Salad')}",{np.str_('IceCream')},0.033,0.19,0.92
{np.str_('Salad')},{np.str_('Pizza')},0.294,0.16,1.0
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Soup')},0.013,0.11,1.09
{np.str_('Fries')},{np.str_('Ketchup')},0.259,0.15,1.17
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('IceCream')},0.292,0.47,1.48
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('Salad')},0.144,0.18,1.12
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Ketchup')},0.274,0.67,1.1
{np.str_('Sandwich')},{np.str_('Ketchup')},0.067,0.71,1.25
"{np.str_('Ketchup'), np.str_('Sandwich')}",{np.str_('Coke')},0.176,0.47,1.25
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Coke')},0.287,0.83,0.96
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Fries')},0.256,0.84,1.11
"{np.str_('Fries'), np.str_('Pizza')}",{np.str_('Pasta')},0.124,0.82,1.39
{np.str_('Fries')},{np.str_('Soup')},0.102,0.61,1.49
{np.str_('Burger')},{np.str_('Fries')},0.213,0.23,0.81
{np.str_('Pasta')},{np.str_('Sandwich')},0.204,0.4,0.95
{np.str_('Pizza')},{np.str_('Fries')},0.195,0.25,1.44
"{np.str_('Soup'), np.str_('IceCream')}",{np.str_('Fries')},0.124,0.32,0.8
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Fries')},0.033,0.64,0.9
"{np.str_('Ketchup'), np.str_('Sandwich')}",{np.str_('IceCream')},0.024,0.21,0.86
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Soup')},0.064,0.6,1.28
{np.str_('Pasta')},{np.str_('Coke')},0.211,0.67,1.45
{np.str_('Sandwich')},{np.str_('Ketchup')},0.193,0.52,1.02
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Fries')},0.164,0.65,1.24
{np.str_('Salad')},{np.str_('Sandwich')},0.1,0.7,1.19
{np.str_('Ketchup')},{np.str_('Fries')},0.239,0.6,1.11
{np.str_('Burger')},{np.str_('Fries')},0.022,0.8,0.85
{np.str_('Ketchup')},{np.str_('Coke')},0.212,0.56,1.29
{np.str_('Pasta')},{np.str_('IceCream')},0.079,0.89,1.15
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('IceCream')},0.274,0.73,1.33
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Pasta')},0.199,0.52,0.93
{np.str_('Sandwich')},{np.str_('Soup')},0.122,0.18,0.93
"{np.str_('Ketchup'), np.str_('Sandwich')}",{np.str_('IceCream')},0.17,0.43,1.07
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Fries')},0.116,0.62,0.96
{np.str_('Fries')},{np.str_('Sandwich')},0.163,0.33,1.37
{np.str_('Salad')},{np.str_('Burger')},0.048,0.74,1.3
{np.str_('Fries')},{np.str_('Pizza')},0.07,0.22,1.18
{np.str_('Burger')},{np.str_('Pasta')},0.226,0.64,1.25
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Fries')},0.111,0.74,1.44
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('IceCream')},0.072,0.31,0.96
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Soup')},0.265,0.26,0.92
{np.str_('Soup')},{np.str_('IceCream')},0.125,0.27,1.19
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Ketchup')},0.2,0.59,1.3
{np.str_('Salad')},{np.str_('Fries')},0.144,0.74,0.88
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('Ketchup')},0.218,0.63,1.2
{np.str_('Sandwich')},{np.str_('Pizza')},0.164,0.32,1.45
{np.str_('Sandwich')},{np.str_('Salad')},0.041,0.44,1.13
{np.str_('Soup')},{np.str_('Burger')},0.228,0.47,1.1
{np.str_('Coke')},{np.str_('Soup')},0.018,0.29,1.34
{np.str_('Pizza')},{np.str_('IceCream')},0.097,0.19,1.14
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('Coke')},0.281,0.41,1.08
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('Ketchup')},0.011,0.26,1.21
{np.str_('Coke')},{np.str_('Pizza')},0.169,0.73,0.99
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Fries')},0.031,0.85,1.12
"{np.str_('Fries'), np.str_('IceCream')}",{np.str_('Salad')},0.077,0.13,1.36
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Coke')},0.127,0.16,1.34
{np.str_('Salad')},{np.str_('Coke')},0.23,0.73,1.45
{np.str_('Burger')},{np.str_('Ketchup')},0.214,0.64,1.23
{np.str_('Salad')},{np.str_('IceCream')},0.121,0.83,1.39
{np.str_('Ketchup')},{np.str_('Burger')},0.029,0.21,0.93
{np.str_('Sandwich')},{np.str_('Soup')},0.27,0.88,1.25
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('IceCream')},0.124,0.62,1.11
{np.str_('IceCream')},{np.str_('Soup')},0.056,0.27,1.06
{np.str_('Soup')},{np.str_('Salad')},0.141,0.45,0.88
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('Coke')},0.271,0.68,1.3
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Salad')},0.048,0.75,1.37
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('Burger')},0.081,0.65,1.42
{np.str_('Pasta')},{np.str_('IceCream')},0.108,0.34,0.83
{np.str_('Pizza')},{np.str_('Fries')},0.056,0.82,0.96
{np.str_('Sandwich')},{np.str_('IceCream')},0.084,0.55,0.85
"{np.str_('Burger'), np.str_('Pasta')}",{np.str_('Sandwich')},0.199,0.53,1.12
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('Burger')},0.121,0.33,1.0
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Pizza')},0.155,0.78,1.21
{np.str_('Sandwich')},{np.str_('Fries')},0.087,0.28,0.94
"{np.str_('Ketchup'), np.str_('Salad')}",{np.str_('Sandwich')},0.239,0.18,1.39
{np.str_('Soup')},{np.str_('Pizza')},0.079,0.44,0.81
{np.str_('Pasta')},{np.str_('Coke')},0.268,0.12,1.08
{np.str_('Pasta')},{np.str_('Pizza')},0.089,0.57,0.9
"{np.str_('Pizza'), np.str_('Ketchup')}",{np.str_('IceCream')},0.06,0.21,1.0
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Ketchup')},0.276,0.67,1.1
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Pizza')},0.079,0.57,1.07
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Soup')},0.256,0.38,0.97
{np.str_('Pizza')},{np.str_('Coke')},0.031,0.51,1.38
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('Salad')},0.011,0.1,1.13
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Coke')},0.107,0.41,1.49
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('IceCream')},0.041,0.42,1.2
"{np.str_('Coke'), np.str_('Sandwich')}",{np.str_('Pasta')},0.288,0.15,1.1
"{np.str_('Ketchup'), np.str_('Soup')}",{np.str_('Pizza')},0.27,0.13,1.4
{np.str_('Burger')},{np.str_('Pizza')},0.23,0.52,1.24
{np.str_('Fries')},{np.str_('Pizza')},0.017,0.39,0.89
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('IceCream')},0.037,0.15,0.99
{np.str_('Burger')},{np.str_('Sandwich')},0.13,0.82,1.05
"{np.str_('Pizza'), np.str_('Coke')}",{np.str_('Pasta')},0.197,0.86,1.0
{np.str_('Sandwich')},{np.str_('Coke')},0.163,0.58,1.2
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Sandwich')},0.242,0.14,0.91
"{np.str_('Fries'), np.str_('Pasta')}",{np.str_('Ketchup')},0.279,0.3,1.02
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('IceCream')},0.268,0.4,1.44
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Sandwich')},0.209,0.34,0.9
{np.str_('Pasta')},{np.str_('Soup')},0.056,0.53,1.48
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Coke')},0.098,0.15,0.98
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Coke')},0.148,0.89,1.11
"{np.str_('Pizza'), np.str_('IceCream')}",{np.str_('Sandwich')},0.216,0.79,1.49
{np.str_('Burger')},{np.str_('Soup')},0.209,0.31,0.89
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Burger')},0.216,0.14,1.24
{np.str_('Ketchup')},{np.str_('Pizza')},0.077,0.42,1.22
"{np.str_('Ketchup'), np.str_('Burger')}",{np.str_('Soup')},0.218,0.88,1.36
{np.str_('Coke')},{np.str_('Pizza')},0.147,0.85,1.35
"{np.str_('Fries'), np.str_('Ketchup')}",{np.str_('Pizza')},0.195,0.8,1.47
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Salad')},0.102,0.58,1.07
{np.str_('Pasta')},{np.str_('Ketchup')},0.035,0.12,1.3
{np.str_('IceCream')},{np.str_('Pasta')},0.264,0.76,1.04
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Pizza')},0.061,0.61,1.0
"{np.str_('Pasta'), np.str_('Soup')}",{np.str_('Burger')},0.294,0.74,1.3
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Burger')},0.038,0.3,1.26
{np.str_('IceCream')},{np.str_('Soup')},0.194,0.57,1.01
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Burger')},0.157,0.62,1.03
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Coke')},0.288,0.72,1.43
{np.str_('Pasta')},{np.str_('Soup')},0.172,0.84,0.87
{np.str_('IceCream')},{np.str_('Pasta')},0.227,0.38,1.17
"{np.str_('Pizza'), np.str_('IceCream')}",{np.str_('Salad')},0.268,0.45,1.02
"{np.str_('Pizza'), np.str_('Ketchup')}",{np.str_('Burger')},0.119,0.11,1.07
{np.str_('IceCream')},{np.str_('Burger')},0.132,0.17,0.94
{np.str_('Pizza')},{np.str_('Salad')},0.16,0.8,0.94
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Sandwich')},0.06,0.43,1.14
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Ketchup')},0.098,0.79,1.17
{np.str_('Soup')},{np.str_('Fries')},0.236,0.55,1.08
{np.str_('IceCream')},{np.str_('Coke')},0.208,0.32,1.22
{np.str_('Pizza')},{np.str_('Sandwich')},0.214,0.65,1.07
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Ketchup')},0.14,0.23,1.04
{np.str_('IceCream')},{np.str_('Burger')},0.206,0.7,0.97
{np.str_('Sandwich')},{np.str_('IceCream')},0.15,0.24,1.31
{np.str_('Ketchup')},{np.str_('Burger')},0.105,0.44,1.18
"{np.str_('Burger'), np.str_('Pasta')}",{np.str_('Coke')},0.29,0.51,1.49
{np.str_('Salad')},{np.str_('Burger')},0.287,0.62,1.27
"{np.str_('Ketchup'), np.str_('Salad')}",{np.str_('Sandwich')},0.273,0.54,1.45
{np.str_('Ketchup')},{np.str_('Pizza')},0.191,0.31,1.21
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Coke')},0.289,0.52,1.19
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Salad')},0.194,0.41,1.23
{np.str_('IceCream')},{np.str_('Soup')},0.163,0.36,1.17
{np.str_('Coke')},{np.str_('Sandwich')},0.066,0.79,0.87
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Soup')},0.222,0.86,0.91
{np.str_('Pasta')},{np.str_('Salad')},0.25,0.11,0.96
{np.str_('Sandwich')},{np.str_('Burger')},0.196,0.86,1.49
{np.str_('Fries')},{np.str_('Burger')},0.127,0.68,1.28
{np.str_('Salad')},{np.str_('IceCream')},0.11,0.52,0.96
"{np.str_('IceCream'), np.str_('Soup')}",{np.str_('Coke')},0.084,0.72,0.98
{np.str_('Soup')},{np.str_('Coke')},0.095,0.46,0.96
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Fries')},0.246,0.79,1.3
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Ketchup')},0.073,0.24,0.98
{np.str_('Coke')},{np.str_('Ketchup')},0.141,0.51,0.82
{np.str_('Ketchup')},{np.str_('Fries')},0.271,0.67,1.04
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Fries')},0.109,0.12,1.08
{np.str_('Pasta')},{np.str_('Coke')},0.222,0.4,1.26
"{np.str_('Ketchup'), np.str_('Sandwich')}",{np.str_('Pasta')},0.094,0.33,0.94
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Sandwich')},0.292,0.58,1.14
{np.str_('Pasta')},{np.str_('Salad')},0.128,0.65,1.39
"{np.str_('Pasta'), np.str_('Salad')}",{np.str_('Sandwich')},0.019,0.14,1.35
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Fries')},0.276,0.5,1.18
{np.str_('Burger')},{np.str_('Pasta')},0.252,0.45,0.8
{np.str_('Fries')},{np.str_('Pasta')},0.208,0.61,1.1
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Burger')},0.072,0.52,0.97
{np.str_('Sandwich')},{np.str_('Fries')},0.294,0.2,0.87
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Fries')},0.153,0.57,1.05
{np.str_('IceCream')},{np.str_('Sandwich')},0.052,0.23,0.83
{np.str_('Ketchup')},{np.str_('Soup')},0.291,0.45,1.47
{np.str_('Sandwich')},{np.str_('Ketchup')},0.16,0.62,1.08
"{np.str_('Soup'), np.str_('IceCream')}",{np.str_('Pasta')},0.134,0.16,0.89
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Fries')},0.048,0.57,1.27
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Coke')},0.119,0.16,1.34
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('Pizza')},0.213,0.86,1.29
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('IceCream')},0.122,0.8,1.49
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Pizza')},0.03,0.31,1.2
{np.str_('Ketchup')},{np.str_('Burger')},0.084,0.5,1.37
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('Fries')},0.291,0.37,1.36
"{np.str_('Fries'), np.str_('Pasta')}",{np.str_('Burger')},0.19,0.78,0.92
{np.str_('Soup')},{np.str_('Ketchup')},0.248,0.56,0.82
"{np.str_('Burger'), np.str_('Coke')}",{np.str_('Ketchup')},0.057,0.69,1.31
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Pizza')},0.058,0.33,1.32
{np.str_('IceCream')},{np.str_('Fries')},0.159,0.68,0.82
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Pasta')},0.238,0.8,1.3
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('IceCream')},0.179,0.46,0.96
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Sandwich')},0.212,0.85,0.92
{np.str_('Burger')},{np.str_('Soup')},0.191,0.75,1.03
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('Sandwich')},0.036,0.78,1.26
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Pasta')},0.269,0.79,1.11
{np.str_('Sandwich')},{np.str_('Burger')},0.294,0.51,1.24
{np.str_('Ketchup')},{np.str_('Fries')},0.065,0.37,0.88
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Ketchup')},0.256,0.49,1.38
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Sandwich')},0.072,0.67,0.86
{np.str_('Pizza')},{np.str_('Soup')},0.152,0.45,1.2
{np.str_('Pizza')},{np.str_('Soup')},0.173,0.54,1.47
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Burger')},0.253,0.68,1.05
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('Ketchup')},0.222,0.64,1.27
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Coke')},0.097,0.79,1.45
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('Ketchup')},0.193,0.38,0.85
"{np.str_('Burger'), np.str_('IceCream')}",{np.str_('Soup')},0.134,0.82,1.26
"{np.str_('Pasta'), np.str_('Salad')}",{np.str_('Pizza')},0.053,0.36,1.09
{np.str_('Coke')},{np.str_('Soup')},0.095,0.14,1.38
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('Ketchup')},0.078,0.4,0.9
"{np.str_('Ketchup'), np.str_('Salad')}",{np.str_('Pizza')},0.188,0.66,1.01
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('Fries')},0.175,0.39,1.34
{np.str_('Pasta')},{np.str_('Pizza')},0.192,0.66,1.06
"{np.str_('Burger'), np.str_('Pasta')}",{np.str_('Fries')},0.298,0.1,0.94
"{np.str_('Sandwich'), np.str_('Salad')}",{np.str_('Pasta')},0.092,0.12,1.42
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Burger')},0.159,0.47,1.32
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Coke')},0.139,0.29,0.98
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Sandwich')},0.241,0.52,0.86
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('IceCream')},0.22,0.55,1.17
"{np.str_('Coke'), np.str_('Salad')}",{np.str_('Pizza')},0.267,0.29,1.12
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Pizza')},0.228,0.71,1.07
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Soup')},0.153,0.79,1.17
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Fries')},0.074,0.4,1.05
"{np.str_('Fries'), np.str_('Burger')}",{np.str_('Soup')},0.296,0.34,1.23
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Pasta')},0.247,0.58,1.33
"{np.str_('Coke'), np.str_('Pasta')}",{np.str_('Sandwich')},0.235,0.5,1.16
"{np.str_('Ketchup'), np.str_('Soup')}",{np.str_('Pizza')},0.191,0.19,1.34
"{np.str_('Ketchup'), np.str_('Soup')}",{np.str_('Coke')},0.111,0.67,0.95
{np.str_('Coke')},{np.str_('Salad')},0.211,0.73,0.98
"{np.str_('Soup'), np.str_('Sandwich')}",{np.str_('Fries')},0.237,0.68,1.26
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Ketchup')},0.174,0.28,1.44
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Fries')},0.082,0.39,1.38
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Ketchup')},0.219,0.7,0.95
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Soup')},0.219,0.37,1.21
"{np.str_('Pasta'), np.str_('Sandwich')}",{np.str_('Soup')},0.057,0.88,1.29
{np.str_('Sandwich')},{np.str_('Soup')},0.042,0.48,0.97
{np.str_('Salad')},{np.str_('Ketchup')},0.125,0.53,1.24
"{np.str_('Ketchup'), np.str_('Sandwich')}",{np.str_('Salad')},0.091,0.84,1.5
{np.str_('Ketchup')},{np.str_('IceCream')},0.27,0.22,0.96
"{np.str_('Fries'), np.str_('Soup')}",{np.str_('Burger')},0.131,0.74,1.18
{np.str_('Salad')},{np.str_('Soup')},0.03,0.47,1.23
{np.str_('Burger')},{np.str_('Soup')},0.049,0.26,1.02
"{np.str_('Soup'), np.str_('IceCream')}",{np.str_('Fries')},0.262,0.34,1.12
"{np.str_('Ketchup'), np.str_('Pasta')}",{np.str_('Sandwich')},0.013,0.4,1.37
{np.str_('IceCream')},{np.str_('Soup')},0.187,0.65,1.15
"{np.str_('Pizza'), np.str_('Coke')}",{np.str_('Fries')},0.128,0.45,0.84
{np.str_('Ketchup')},{np.str_('Fries')},0.287,0.83,1.35
{np.str_('Fries')},{np.str_('Burger')},0.286,0.34,0.97
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('Coke')},0.168,0.43,0.88
"{np.str_('Burger'), np.str_('Sandwich')}",{np.str_('Ketchup')},0.196,0.59,1.19
"{np.str_('Fries'), np.str_('Ketchup')}",{np.str_('Pizza')},0.272,0.82,0.84
{np.str_('Burger')},{np.str_('Pizza')},0.029,0.68,1.15
{np.str_('Coke')},{np.str_('Pasta')},0.172,0.39,1.25
{np.str_('Salad')},{np.str_('Coke')},0.019,0.39,1.37
"{np.str_('Pasta'), np.str_('Soup')}",{np.str_('Burger')},0.124,0.16,1.13
"{np.str_('Coke'), np.str_('Sandwich')}",{np.str_('IceCream')},0.117,0.44,1.19
"{np.str_('Pizza'), np.str_('Sandwich')}",{np.str_('IceCream')},0.086,0.66,1.47
{np.str_('Fries')},{np.str_('Salad')},0.142,0.47,0.81
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Sandwich')},0.288,0.78,0.85
"{np.str_('Pizza'), np.str_('IceCream')}",{np.str_('Fries')},0.297,0.16,1.08
"{np.str_('Ketchup'), np.str_('Coke')}",{np.str_('Soup')},0.166,0.8,0.91
{np.str_('Pizza')},{np.str_('Coke')},0.072,0.49,1.47
{np.str_('Salad')},{np.str_('IceCream')},0.234,0.33,1.0
{np.str_('Ketchup')},{np.str_('IceCream')},0.238,0.19,1.07
{np.str_('IceCream')},{np.str_('Fries')},0.051,0.69,1.41
"{np.str_('Fries'), np.str_('Sandwich')}",{np.str_('Soup')},0.187,0.82,1.01
"{np.str_('Pizza'), np.str_('Burger')}",{np.str_('Fries')},0.167,0.59,1.14
{np.str_('Salad')},{np.str_('IceCream')},0.175,0.74,1.24
{np.str_('Sandwich')},{np.str_('Burger')},0.047,0.4,1.32
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('Pasta')},0.192,0.11,1.33
{np.str_('Ketchup')},{np.str_('Salad')},0.04,0.45,1.23
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Salad')},0.164,0.63,1.05
{np.str_('Fries')},{np.str_('Ketchup')},0.075,0.49,1.4
"{np.str_('Fries'), np.str_('IceCream')}",{np.str_('Coke')},0.102,0.72,1.48
"{np.str_('Pizza'), np.str_('Coke')}",{np.str_('Pasta')},0.215,0.33,0.99
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('Burger')},0.192,0.78,0.96
{np.str_('IceCream')},{np.str_('Coke')},0.061,0.39,1.26
"{np.str_('Coke'), np.str_('Burger')}",{np.str_('Pasta')},0.073,0.26,1.18
{np.str_('Burger')},{np.str_('Ketchup')},0.192,0.8,1.24
{np.str_('Burger')},{np.str_('Soup')},0.128,0.54,1.46
"{np.str_('Burger'), np.str_('Salad')}",{np.str_('Sandwich')},0.097,0.51,1.08
{np.str_('Ketchup')},{np.str_('Soup')},0.016,0.22,1.35
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Coke')},0.235,0.36,0.86
"{np.str_('Pizza'), np.str_('IceCream')}",{np.str_('Pasta')},0.122,0.15,1.07
"{np.str_('Coke'), np.str_('IceCream')}",{np.str_('Fries')},0.178,0.47,0.92
{np.str_('Pizza')},{np.str_('Ketchup')},0.276,0.19,0.85
{np.str_('Fries')},{np.str_('Pizza')},0.024,0.42,1.4
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Pasta')},0.216,0.69,0.87
{np.str_('Sandwich')},{np.str_('Pasta')},0.176,0.44,0.98
"{np.str_('Pizza'), np.str_('Pasta')}",{np.str_('IceCream')},0.278,0.19,1.02
"{np.str_('Pizza'), np.str_('Salad')}",{np.str_('Burger')},0.086,0.86,0.88
"{np.str_('Fries'), np.str_('Coke')}",{np.str_('Soup')},0.208,0.7,0.93
"{np.str_('IceCream'), np.str_('Salad')}",{np.str_('Sandwich')},0.059,0.1,1.02
{np.str_('Burger')},{np.str_('Salad')},0.19,0.71,1.31
{np.str_('Soup')},{np.str_('Pasta')},0.291,0.39,0.9
{np.str_('IceCream')},{np.str_('Burger')},0.096,0.82,1.01
"{np.str_('Burger'), np.str_('Pasta')}",{np.str_('IceCream')},0.252,0.56,1.27
"{np.str_('Ketchup'), np.str_('Salad')}",{np.str_('Pasta')},0.259,0.49,1.19
"{np.str_('Ketchup'), np.str_('IceCream')}",{np.str_('Fries')},0.205,0.78,0.9
"{np.str_('Burger'), np.str_('Soup')}",{np.str_('Pasta')},0.226,0.15,0.95
"{np.str_('Soup'), np.str_('Salad')}",{np.str_('Sandwich')},0.18,0.7,0.94
"{np.str_('Fries'), np.str_('Pasta')}",{np.str_('Burger')},0.028,0.78,1.23
{np.str_('Sandwich')},{np.str_('Salad')},0.053,0.44,1.44
{np.str_('Fries')},{np.str_('Burger')},0.02,0.86,0.99
{np.str_('Burger')},{np.str_('Salad')},0.042,0.35,1.09
"{np.str_('Coke'), np.str_('Soup')}",{np.str_('Pasta')},0.275,0.68,1.37
"{np.str_('IceCream'), np.str_('Sandwich')}",{np.str_('Coke')},0.16,0.26,1.23
{np.str_('Coke')},{np.str_('Pasta')},0.022,0.15,1.46
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Burger')},0.19,0.53,1.3
"{np.str_('Soup'), np.str_('IceCream')}",{np.str_('Burger')},0.014,0.35,1.35
"{np.str_('Pasta'), np.str_('IceCream')}",{np.str_('Ketchup')},0.175,0.26,1.0
"{np.str_('Pizza'), np.str_('Soup')}",{np.str_('Burger')},0.119,0.63,1.03
